# pos	patient1-5371622	patient2-5371623	patient3-5371624	patient4-5371625	patient5-5371626	patient6-5371627	patient7-5371628	patient8-5371629	patient9-5371630	patient10-5371631	patient11-5371632	patient12-5371633	patient13-5371634	patient14-5371635	patient15-5371636	patient16-5371637	patient17-5371638	patient18-5371639	patient19-5371640	patient20-5371641	patient21-5371642	patient22-5371643	patient23-5371644	patient24-5371645
5013	7763	9260	1936	2566	8	8	2	2	11	15	2	2	2992	3362	695	970	5157	6030	1121	1606	8739	8979	1909	2540
5014	7707	9183	1916	2527	8	8	2	2	11	15	2	2	3050	3364	700	970	5158	6050	1118	1606	8743	9001	1918	2547
5015	7676	9181	1910	2503	8	8	2	2	11	15	2	2	3053	3364	700	970	5188	6125	1119	1612	8752	9151	1919	2557
5016	7636	9163	1912	2503	8	8	2	2	11	15	2	2	3055	3364	701	970	5193	6133	1116	1609	8739	9150	1917	2555
5017	7633	9279	1917	2530	8	8	2	2	11	15	2	2	3068	3366	705	969	5192	6144	1114	1617	8755	9177	1921	2567
5018	7688	9322	1947	2555	8	8	2	2	11	15	2	2	3154	3447	708	981	5197	6161	1113	1619	8788	9266	1921	2576
5019	7714	9350	1952	2565	8	8	2	2	11	15	2	2	3162	3448	691	968	5192	6155	1110	1615	8829	9293	1927	2582
5020	7685	9357	1954	2567	8	8	2	2	11	15	2	2	3164	3434	694	953	5190	6185	1111	1626	8798	9273	1924	2579
5021	7707	9398	1967	2583	8	8	2	2	11	15	2	2	3228	3444	702	950	5183	6175	1109	1623	8798	9259	1941	2577
5022	7647	9346	1960	2576	8	8	2	2	11	15	2	2	3225	3444	699	950	5164	6168	1108	1626	8760	9237	1947	2577
5023	7646	9337	1964	2580	8	8	2	2	11	16	2	2	3217	3444	697	949	5164	6189	1110	1629	8762	9244	1947	2579
5024	7648	9324	1971	2563	8	8	2	2	11	16	2	2	3225	3427	701	935	5179	6213	1110	1634	8803	9252	1950	2577
5025	7638	9287	1976	2559	8	8	2	2	11	16	2	2	3231	3427	702	935	5182	6218	1111	1634	8737	9216	1936	2543
5026	7619	9268	1959	2550	8	8	2	2	11	16	2	2	3235	3426	703	935	5186	6219	1111	1634	8786	9214	1931	2518
5027	7588	9284	1965	2591	8	8	2	2	11	16	2	2	3240	3426	718	935	5168	6218	1109	1633	8758	9192	1937	2493
5028	7621	9291	1995	2602	8	8	2	2	11	16	2	2	3245	3426	719	935	5164	6221	1110	1635	8647	9071	1874	2354
5029	7597	9292	1997	2598	8	8	2	2	11	16	2	2	3279	3479	718	943	5182	6214	1116	1630	8619	9052	1850	2330
5030	7567	9292	2000	2616	8	8	2	2	11	16	2	2	3279	3479	720	943	5184	6204	1115	1625	8602	9048	1857	2362
5031	7589	9327	2029	2653	8	8	2	2	11	16	3	3	3278	3480	719	943	5183	6204	1113	1626	8641	9075	1861	2372
5032	7535	9298	2036	2649	8	8	2	2	11	16	3	3	3280	3478	717	941	5163	6194	1111	1626	8636	9078	1860	2373
5033	7534	9299	2047	2662	8	8	2	2	11	16	3	3	3284	3478	735	941	5167	6207	1115	1628	8653	9106	1865	2379
5034	7499	9286	2042	2656	8	8	2	2	11	16	3	3	3279	3478	735	941	5134	6185	1107	1624	8618	9065	1869	2368
5035	7493	9277	2043	2655	8	8	2	2	11	16	3	3	3318	3524	738	951	5083	6176	1102	1618	8656	9089	1876	2369
5036	7471	9277	2040	2658	8	8	2	2	11	16	3	3	3244	3524	752	951	5055	6161	1103	1616	8620	9096	1880	2377
5037	7526	9319	2059	2655	8	8	2	2	11	16	3	3	3297	3536	765	955	5051	6148	1101	1616	8619	9101	1885	2391
5038	7514	9321	2048	2639	8	9	2	2	11	16	3	3	3299	3536	766	956	5053	6152	1101	1616	8598	9115	1886	2400
5039	7472	9317	2050	2663	8	9	2	2	11	16	3	3	3384	3597	769	992	5123	6226	1115	1639	8606	9114	1888	2402
5040	7402	9247	2047	2658	8	9	2	2	11	16	3	3	3384	3571	769	993	5123	6243	1116	1642	8602	9100	1895	2401
5041	7420	9256	2061	2682	8	9	2	2	11	16	3	3	3387	3573	769	1014	5120	6250	1114	1647	8602	9101	1896	2432
5042	7425	9308	2068	2686	8	9	2	2	10	16	3	4	3415	3573	782	1014	5117	6269	1111	1646	8658	9173	1906	2436
5043	7433	9316	2073	2695	8	9	2	2	10	16	3	4	3418	3573	783	1014	5131	6280	1113	1652	8677	9167	1915	2442
5044	7418	9290	2075	2693	8	9	2	2	10	15	3	4	3418	3573	779	1014	5115	6273	1110	1652	8697	9169	1915	2441
5045	7424	9303	2074	2691	8	9	2	2	10	16	3	4	3419	3573	778	1015	5107	6272	1108	1645	8695	9171	1919	2443
5046	7423	9311	2076	2692	8	9	2	2	10	16	3	4	3416	3573	776	1015	5124	6295	1112	1651	8706	9173	1920	2446
5047	7418	9280	2077	2697	6	9	1	1	10	16	3	4	3445	3573	778	1015	5126	6299	1109	1652	8709	9176	1920	2438
5048	7459	9310	2073	2685	6	9	1	1	10	16	3	4	3448	3573	776	1015	5133	6316	1110	1649	8715	9185	1919	2440
5049	7517	9354	2092	2682	6	9	1	1	10	16	3	4	3472	3611	788	1028	5133	6319	1110	1649	8726	9158	1919	2433
5050	7516	9342	2094	2680	6	9	1	1	10	16	3	4	3476	3609	785	1028	5136	6324	1110	1650	8730	9159	1916	2434
5051	7483	9262	2085	2651	6	9	1	1	10	16	3	4	3476	3608	784	1028	5132	6317	1110	1650	8667	9134	1917	2428
5052	7492	9277	2092	2639	6	9	1	1	10	16	3	4	3480	3607	786	1028	5115	6322	1107	1650	8672	9155	1929	2437
5053	7449	9168	2066	2594	6	9	1	1	10	16	3	4	3478	3586	786	1025	5110	6322	1101	1642	8654	9144	1926	2430
5054	7410	9097	2046	2565	6	9	1	1	10	16	3	4	3413	3586	782	1025	5091	6322	1099	1642	8637	9142	1924	2426
5055	7408	9094	2046	2564	6	9	1	1	10	16	3	4	3413	3586	782	1025	5084	6319	1098	1642	8634	9142	1922	2424
5056	7320	8968	1998	2511	6	9	1	1	10	16	3	4	3405	3514	780	993	5010	6291	1067	1630	8562	9096	1889	2402
5057	7317	8938	2005	2510	6	9	1	1	10	16	3	4	3408	3514	781	993	4955	6240	1074	1622	8590	9152	1900	2404
5058	7368	9004	2019	2580	6	9	1	1	11	17	3	4	3415	3515	786	1001	5031	6328	1094	1664	8686	9284	1936	2467
5059	7372	9008	2021	2581	6	9	1	1	11	17	3	4	3416	3515	787	1001	5033	6329	1097	1665	8691	9381	1937	2486
5060	7375	9014	2025	2595	6	9	1	1	11	17	3	4	3417	3515	813	1001	5034	6329	1098	1673	8716	9407	1942	2501
5061	7406	9052	2041	2604	6	9	1	1	11	17	3	4	3466	3579	817	1028	5072	6365	1105	1675	8734	9456	1951	2512
5062	7403	9046	2038	2606	6	9	1	1	11	17	3	4	3465	3579	818	1028	5067	6372	1107	1676	8734	9459	1951	2514
5063	7381	9027	2043	2610	6	9	1	1	11	17	3	4	3464	3580	818	1028	5060	6381	1113	1691	8732	9485	1952	2515
5064	7350	9001	2040	2600	6	9	1	1	11	17	3	4	3462	3556	815	1028	4981	6377	1106	1688	8724	9502	1944	2515
5065	7353	9004	2043	2610	6	9	1	1	11	17	3	4	3460	3555	811	1028	4973	6378	1094	1688	8712	9516	1937	2518
5066	7288	8893	2038	2566	6	8	1	1	11	17	3	4	3467	3571	810	1033	4950	6374	1087	1689	8716	9571	1933	2526
5067	7288	8863	2013	2555	6	8	1	1	11	17	3	4	3481	3572	813	1031	4940	6373	1085	1689	8730	9579	1928	2522
5068	7281	8837	2020	2565	7	9	1	1	11	16	3	4	3477	3572	812	1031	4909	6373	1083	1685	8708	9600	1926	2517
5069	7279	8847	2019	2577	7	9	1	1	11	16	3	4	3508	3608	817	1032	4858	6374	1081	1690	8644	9567	1913	2513
5070	7222	8818	2027	2589	7	9	1	1	11	16	3	4	3497	3608	810	1032	4832	6368	1075	1692	8600	9519	1908	2508
5071	7235	8817	2030	2589	7	9	1	1	11	16	3	4	3487	3608	806	1032	4829	6365	1074	1690	8595	9565	1903	2493
5072	7235	8786	2023	2581	7	9	1	1	11	16	3	4	3485	3608	806	1032	4835	6365	1074	1689	8590	9576	1902	2496
5073	7224	8774	2026	2585	7	9	1	1	11	16	3	4	3560	3580	836	1028	4828	6334	1072	1688	8565	9554	1903	2486
5074	7222	8762	2028	2585	7	9	1	1	11	16	3	4	3556	3578	833	1022	4825	6336	1073	1696	8566	9557	1912	2500
5075	7199	8739	2023	2579	7	9	1	1	11	16	3	4	3544	3577	829	1021	4809	6326	1068	1692	8563	9561	1910	2500
5076	7223	8760	2005	2555	7	9	1	1	11	16	3	4	3542	3522	820	1010	4809	6327	1071	1696	8564	9581	1900	2514
5077	7157	8661	1999	2535	7	9	0	0	11	15	3	4	3520	3487	791	989	4770	6307	1068	1690	8488	9573	1900	2517
5078	7165	8647	2000	2525	7	9	0	0	11	15	3	4	3518	3487	789	989	4759	6295	1064	1687	8495	9568	1903	2511
5079	7171	8655	2002	2525	7	9	0	0	12	15	3	4	3512	3487	788	989	4757	6296	1064	1688	8525	9600	1903	2520
5080	7165	8668	1962	2507	7	9	0	0	12	15	3	4	3322	3487	785	989	4721	6301	1064	1696	8546	9594	1924	2540
5081	7191	8672	1997	2563	7	9	0	0	12	15	3	4	3322	3487	785	990	4714	6300	1062	1694	8552	9581	1927	2540
5082	7124	8519	2000	2511	7	9	0	0	12	14	3	4	3322	3487	785	1001	4686	6293	1065	1698	8534	9554	1938	2542
5083	7133	8496	2006	2517	7	9	0	0	12	14	3	4	3320	3488	778	1001	4693	6300	1062	1694	8565	9569	1940	2538
5084	7185	8529	2022	2508	7	9	0	0	12	14	3	4	3330	3491	792	1028	4694	6301	1066	1703	8552	9574	1939	2540
5085	7196	8532	2037	2502	7	9	0	0	12	14	3	4	3333	3492	792	1028	4693	6272	1076	1706	8554	9569	1942	2526
5086	7186	8543	2034	2527	7	10	0	0	12	14	3	4	3424	3492	803	1035	4718	6274	1080	1715	8561	9572	1949	2524
5087	7204	8458	2030	2492	7	10	0	0	12	13	3	4	3425	3492	804	1035	4687	6238	1078	1714	8582	9565	1936	2514
5088	7223	8529	2065	2559	7	10	0	0	12	13	3	4	3426	3492	802	1035	4667	6239	1071	1719	8581	9569	1941	2521
5089	7223	8531	2067	2567	7	10	0	0	12	13	3	4	3424	3491	801	1035	4672	6241	1077	1721	8586	9564	1940	2522
5090	7227	8548	2077	2564	7	10	0	0	12	13	3	4	3422	3490	801	1035	4611	6188	1072	1714	8588	9547	1943	2522
5091	7239	8551	2117	2601	7	10	0	0	12	13	3	4	3420	3490	799	1035	4633	6115	1080	1704	8517	9540	1942	2520
5092	7173	8480	2133	2609	7	10	0	0	12	13	3	4	3419	3490	798	1035	4584	6001	1075	1686	8510	9537	1949	2526
5093	7169	8489	2133	2614	8	11	0	0	12	13	3	4	3417	3494	816	1036	4582	5999	1073	1690	8514	9536	1948	2526
5094	7156	8481	2134	2607	8	10	0	0	12	13	3	4	3239	3510	807	1041	4590	5969	1072	1685	8476	9498	1938	2525
5095	7159	8474	2125	2600	8	10	0	0	12	12	3	4	3239	3450	802	1026	4588	5972	1070	1684	8486	9512	1939	2524
5096	7133	8479	2137	2620	8	10	0	0	12	12	3	4	3238	3448	801	1026	4579	5966	1068	1683	8517	9527	1934	2522
5097	7159	8528	2141	2633	8	10	0	0	12	12	3	4	3238	3448	800	1026	4508	5928	1058	1677	8539	9520	1941	2529
5098	7112	8477	2133	2622	7	10	0	0	12	12	3	4	3238	3446	797	1026	4511	5927	1042	1674	8541	9511	1931	2529
5099	7026	8391	2128	2616	6	9	0	0	12	12	3	4	3235	3442	792	1025	4470	5899	1024	1662	8547	9503	1926	2525
5100	7003	8389	2126	2634	6	9	0	0	12	12	4	5	3230	3441	790	1025	4391	5891	1009	1674	8487	9502	1924	2531
5101	6861	8334	2134	2632	6	9	0	0	12	12	3	5	3228	3356	785	1010	4318	5838	1006	1669	8481	9526	1927	2537
5102	6824	8261	2113	2606	6	8	0	0	12	11	3	5	3221	3355	782	1001	4279	5795	996	1653	8479	9525	1923	2525
5103	6806	8240	2094	2591	6	8	0	0	11	12	2	4	3221	3354	781	1000	4263	5776	986	1640	8467	9523	1923	2517
5104	6750	8168	2088	2575	6	8	0	0	11	12	2	4	3218	3353	781	1000	4216	5770	980	1637	8469	9509	1917	2520
5105	6682	8154	2087	2570	6	8	0	0	12	13	2	4	3216	3353	780	999	4143	5638	971	1619	8504	9487	1919	2512
5106	6675	8125	2083	2560	6	8	0	0	12	13	2	4	3215	3268	778	998	4098	5603	966	1607	8518	9470	1921	2512
5107	6688	8131	2069	2543	6	8	0	0	12	13	2	4	3213	3267	777	975	4027	5537	950	1592	8531	9490	1925	2509
5108	6661	8024	2061	2518	6	7	0	0	12	13	2	4	3018	3208	726	914	3951	5466	911	1545	8488	9456	1907	2489
5109	6639	7986	2061	2508	6	7	0	0	12	13	2	4	2932	3208	720	918	3910	5466	909	1544	8533	9480	1911	2489
5110	6598	7895	2055	2486	6	7	0	0	12	13	2	4	2767	3163	717	868	3805	5312	905	1501	8490	9440	1907	2480
5111	6590	7880	2049	2478	6	7	0	0	12	13	2	4	2765	3162	706	868	3785	5262	895	1498	8484	9422	1905	2470
5112	6594	7889	2045	2475	6	7	0	0	12	13	2	4	2765	3161	649	867	3768	5253	868	1486	8501	9440	1914	2480
5113	6554	7787	2013	2421	6	6	0	0	12	13	2	4	2765	3059	642	807	3632	4958	808	1372	8442	9388	1891	2450
5114	6540	7783	2007	2421	6	6	0	0	12	13	2	4	2779	2991	644	792	3538	4903	806	1356	8458	9346	1897	2453
5115	6542	7756	2003	2414	6	6	0	0	12	13	2	4	2779	2991	644	788	3485	4828	792	1335	8415	9318	1886	2436
5116	6548	7752	1998	2404	6	6	0	0	12	13	2	4	2780	2991	650	793	3482	4786	791	1328	8403	9297	1876	2421
5117	6542	7719	2000	2398	6	6	0	0	12	13	2	4	2790	3000	652	795	3477	4783	790	1324	8311	9270	1875	2423
5118	6518	7708	1996	2412	6	6	0	0	12	13	2	4	2792	3000	650	795	3466	4773	784	1327	8298	9248	1866	2420
5119	6607	7772	2017	2420	6	6	0	0	12	13	2	4	2792	2999	650	795	3482	4770	783	1325	8300	9242	1871	2420
5120	6570	7767	2012	2414	6	6	0	0	12	13	2	4	2792	2998	650	795	3470	4767	784	1325	8293	9242	1874	2426
5121	6562	7771	2011	2415	6	6	0	0	12	13	2	4	2792	2997	650	795	3465	4767	781	1322	8319	9288	1873	2431
5122	6555	7772	2012	2417	6	6	0	0	12	13	2	4	2792	2997	650	794	3430	4748	770	1312	8341	9309	1873	2431
5123	6564	7777	2016	2419	6	6	0	0	12	13	2	4	2791	2997	663	808	3406	4700	764	1297	8335	9313	1870	2422
5124	6540	7768	2012	2429	6	6	0	0	11	13	2	4	2791	2997	663	808	3369	4589	752	1271	8351	9320	1852	2407
5125	6536	7781	2013	2435	6	6	0	0	11	13	2	4	2791	2997	660	808	3330	4570	745	1256	8354	9313	1851	2411
5126	6492	7769	2017	2436	6	6	0	1	11	13	2	4	2793	2904	660	783	3351	4594	690	1241	8319	9268	1849	2405
5127	6479	7756	2014	2432	6	6	0	1	11	13	2	4	2792	2905	660	783	3331	4545	692	1244	8360	9278	1851	2403
5128	6465	7776	2011	2434	6	6	0	1	11	13	2	4	2788	2861	660	751	3210	4377	684	1209	8347	9215	1841	2376
5129	6489	7789	2029	2450	6	6	0	1	11	13	2	4	2787	2861	659	750	3180	4329	682	1168	8349	9213	1840	2378
5130	6495	7791	2039	2461	6	6	0	1	10	13	2	4	2787	2861	658	750	3170	4157	683	1141	8350	9226	1845	2384
5131	6482	7796	2034	2462	6	6	0	1	10	13	2	4	2788	2861	658	750	3140	4118	672	1131	8349	9209	1844	2377
5132	6519	7815	2042	2462	6	6	0	1	10	13	2	4	2788	2861	659	750	3140	4127	673	1131	8390	9210	1847	2376
5133	6452	7792	2041	2455	6	6	0	1	10	13	2	4	2785	2861	657	750	3128	4107	670	1126	8304	9200	1842	2383
5134	6378	7766	2032	2449	6	6	0	1	10	13	2	4	2785	2876	657	756	3114	4088	666	1122	8266	9195	1841	2380
5135	6359	7755	2030	2449	6	6	0	1	9	12	2	4	2784	2875	657	756	3064	3977	656	1094	8210	9126	1832	2369
5136	6382	7746	2030	2438	7	6	0	1	9	12	2	4	2783	2879	657	756	3020	3823	645	1054	8229	9127	1832	2363
5137	6370	7744	2032	2437	7	6	0	1	9	12	2	4	2780	2880	656	756	2987	3805	630	1036	8208	9109	1829	2362
5138	6372	7751	2032	2437	7	6	0	1	9	12	2	4	2780	2880	656	756	2978	3771	628	1028	8184	9076	1831	2356
5139	6391	7755	2034	2438	7	6	0	1	9	12	2	4	2779	2878	656	756	2956	3741	622	1018	8206	9095	1844	2368
5140	6395	7752	2028	2434	7	6	0	1	9	12	2	4	2778	2877	654	755	2917	3681	587	990	8206	9037	1839	2364
5141	6392	7744	2019	2423	7	6	0	1	9	12	2	4	2778	2900	654	757	2848	3599	576	957	8212	9027	1839	2364
5142	6395	7746	2020	2424	7	6	0	1	9	12	2	4	2778	2900	653	757	2814	3564	576	951	8216	9027	1836	2363
5143	6401	7740	2023	2420	8	7	0	1	9	11	2	4	2778	2900	653	757	2797	3546	574	944	8159	9018	1830	2363
5144	6385	7718	2007	2403	8	7	0	1	9	11	2	4	2777	2900	652	758	2790	3530	570	942	8163	9045	1835	2380
5145	6386	7720	2004	2402	8	7	0	1	9	11	2	4	2777	2898	652	758	2782	3529	570	948	8108	9045	1827	2386
5146	6365	7708	1988	2401	8	7	0	1	9	11	2	4	2595	2617	627	706	2717	3525	552	947	7959	9001	1786	2382
5147	6348	7707	1980	2401	8	7	0	1	9	11	2	4	2595	2614	627	706	2652	3518	542	949	7896	8991	1746	2365
5148	6351	7665	1976	2391	8	7	0	1	9	11	2	4	2595	2614	627	705	2650	3518	544	949	7900	8969	1726	2343
5149	6349	7670	1970	2394	8	7	0	1	9	12	2	4	2595	2613	627	705	2646	3518	546	949	7809	8943	1703	2331
5150	6305	7622	1953	2379	8	7	0	1	9	11	2	4	2595	2612	626	704	2610	3482	541	943	7757	8943	1685	2337
5151	6284	7624	1945	2379	8	7	0	1	9	11	2	4	2596	2611	626	704	2603	3482	538	942	7721	8968	1668	2337
5152	6211	7641	1926	2375	8	7	0	1	9	11	2	4	2596	2610	625	704	2599	3491	536	942	7608	8918	1655	2332
5153	6171	7598	1916	2371	8	7	0	1	8	11	2	4	2596	2608	625	704	2618	3478	539	938	7591	8907	1644	2340
5154	6159	7599	1909	2368	8	7	0	1	8	11	2	4	2596	2606	625	704	2606	3481	533	938	7513	8910	1625	2336
5155	6158	7603	1909	2370	8	7	0	1	8	11	2	4	2596	2415	625	662	2608	3479	534	936	7525	8924	1623	2333
5156	6180	7630	1921	2377	8	7	0	1	8	11	2	4	2597	2415	625	662	2642	3468	539	933	7520	8925	1616	2319
5157	6065	7614	1918	2377	8	7	0	1	8	11	2	4	2597	2415	625	662	2608	3463	530	932	7406	8810	1603	2316
5158	6078	7614	1915	2383	8	7	0	1	8	11	2	4	2597	2413	625	662	2609	3463	531	925	7432	8816	1607	2315
5159	6072	7576	1909	2376	8	7	0	1	8	11	2	4	2597	2411	625	662	2602	3456	528	916	7308	8665	1595	2297
5160	6070	7597	1906	2395	8	7	0	1	8	11	2	4	2597	2410	625	683	2617	3441	524	913	7310	8664	1580	2293
5161	6191	7715	1919	2396	8	7	0	1	8	11	2	4	2624	2569	625	688	2651	3445	534	913	7212	8532	1573	2251
5162	6186	7717	1921	2408	8	7	0	1	8	11	2	4	2624	2568	625	688	2630	3437	535	911	7193	8502	1572	2247
5163	6317	7784	1942	2416	8	7	0	1	8	11	2	4	2624	2643	625	692	2635	3474	538	919	7260	8542	1580	2256
5164	6331	7815	1943	2416	8	7	0	1	8	11	2	4	2624	2611	625	692	2637	3504	540	925	7202	8554	1565	2249
5165	6298	7808	1939	2410	8	7	0	1	8	11	2	4	2634	2611	625	692	2619	3494	538	925	7118	8509	1559	2233
5166	6185	7669	1916	2372	8	7	0	1	8	11	2	4	2635	2613	625	692	2630	3505	536	929	6856	8425	1538	2196
5167	6147	7617	1904	2355	8	7	0	1	8	11	2	4	2637	2611	625	691	2640	3650	536	952	6872	8577	1530	2213
5168	6042	7493	1860	2330	8	7	0	1	8	11	2	4	2637	2608	625	709	2598	3646	536	972	6839	8578	1500	2222
5169	6035	7491	1854	2327	8	7	0	1	8	11	2	4	2657	2791	628	718	2676	3765	555	975	6882	8631	1507	2230
5170	4945	6193	1185	1897	7	6	0	1	6	9	2	4	2661	2794	629	720	2682	3766	556	986	6874	8616	1501	2232
5171	4935	6181	1170	1896	7	6	0	1	6	9	2	4	2663	2797	629	732	2724	3810	567	987	6889	8614	1498	2235
5172	4961	6190	1175	1901	7	6	0	1	6	9	2	4	2663	2888	629	730	2760	3810	571	987	6813	8532	1466	2195
5173	4985	6241	1175	1905	7	6	0	1	6	9	2	4	2664	2870	629	728	2759	3824	568	996	6746	8394	1444	2151
5174	5851	6859	1346	2068	7	6	0	0	7	10	2	4	2703	2921	639	739	2754	3825	566	994	6673	8207	1412	2073
5175	5912	6881	1358	2077	7	6	0	0	8	10	2	4	2706	2928	639	742	2751	3797	560	993	6701	8180	1381	2065
5176	5992	6956	1377	2089	6	6	0	0	8	10	2	4	2705	2927	639	742	2751	3798	547	994	6696	8098	1374	2038
5177	6029	7010	1387	2094	6	7	0	0	9	10	2	4	2702	2925	639	741	2754	3788	545	983	6643	8058	1369	2027
5178	6018	6971	1386	2089	6	7	0	0	9	10	2	4	2701	2916	638	738	2732	3749	546	979	6488	7937	1359	2001
5179	6050	6987	1391	2099	6	7	0	0	10	10	2	4	2620	2756	579	691	2739	3777	544	984	6484	7927	1359	2002
5180	6143	7028	1416	2100	6	7	0	0	11	11	2	4	2619	2756	579	694	2755	3732	554	973	6339	7786	1329	1968
5181	5670	6315	1392	1914	6	7	0	0	11	11	2	4	2616	2753	577	671	2625	3402	551	911	6014	7161	1251	1808
5182	5662	6307	1384	1909	6	7	0	0	11	11	2	4	2615	2753	577	671	2621	3404	541	912	6042	7338	1211	1809
5183	5648	6317	1382	1915	6	7	0	0	11	11	2	4	2615	2754	577	671	2596	3393	539	919	6071	7331	1200	1808
5184	5647	6314	1381	1915	6	7	0	0	11	10	2	4	2615	2756	577	673	2591	3403	535	923	6065	7349	1185	1815
5185	5649	6316	1382	1913	6	7	0	0	11	10	2	4	2615	2750	576	673	2576	3398	532	923	5900	7178	1160	1794
5186	5641	6326	1383	1914	7	7	0	0	11	10	2	4	2632	2840	582	709	2571	3371	534	918	5898	7099	1162	1774
5187	5439	5988	1366	1798	6	6	0	0	11	10	2	4	2634	2840	582	709	2559	3370	534	909	5793	6803	1151	1708
5188	5379	5905	1352	1770	6	6	0	0	11	10	2	4	2634	2896	582	719	2535	3341	531	905	5781	6838	1139	1700
5189	5393	5959	1355	1770	6	6	0	0	11	10	2	3	2634	2897	582	719	2501	3324	528	905	5662	6680	1126	1676
5190	5398	5968	1357	1775	6	6	0	0	11	10	2	3	2635	2905	581	712	2522	3330	533	904	5692	6705	1112	1680
5191	5207	5657	1338	1703	6	6	0	0	11	9	2	3	2697	2903	593	711	2506	3305	517	884	5427	6197	1051	1542
5192	5304	5843	1377	1781	6	6	0	0	11	10	2	3	2713	2922	603	716	2491	3302	514	880	5343	6127	1046	1530
5193	5307	5843	1379	1781	6	6	0	0	11	10	2	3	2712	2893	595	708	2448	3239	507	869	5283	5958	1036	1497
5194	5328	5941	1387	1787	6	6	0	0	11	10	2	3	2715	2890	596	706	2463	3281	511	875	5208	5809	1026	1467
5195	5337	5950	1388	1791	6	6	0	0	11	10	2	3	2712	2770	598	673	2441	3295	511	875	5161	5839	1036	1462
5196	5201	5685	1381	1708	6	6	0	0	11	10	2	3	2711	2771	593	673	2404	3291	504	872	4983	5605	1010	1410
5197	5052	5396	1355	1620	6	6	0	0	9	10	2	3	2708	2769	590	675	2390	3267	502	871	4762	5264	952	1334
5198	5035	5335	1358	1592	5	6	0	0	10	11	2	3	2707	2808	586	682	2375	3257	497	867	4798	5246	953	1327
5199	5039	5308	1363	1585	5	6	0	0	10	11	2	3	2697	2807	585	682	2371	3256	492	864	4826	5243	948	1316
5200	5045	5296	1360	1583	5	6	0	0	10	11	2	3	2653	2808	575	682	2360	3265	489	867	4801	5251	945	1318
5201	5063	5277	1361	1594	5	6	0	0	10	11	2	3	2653	2809	575	683	2348	3247	488	861	4810	5265	947	1321
5202	5081	5262	1365	1589	5	6	0	0	10	11	2	3	2653	2807	575	683	2335	3211	489	855	4809	5224	950	1313
5203	5010	5162	1363	1563	5	6	0	0	10	11	2	3	2552	2726	574	669	2342	3208	488	846	4742	5079	951	1278
5204	5019	5165	1363	1562	5	6	0	0	10	11	2	3	2550	2725	560	670	2359	3234	487	852	4750	5109	936	1274
5205	5070	5207	1376	1575	6	7	0	0	10	11	2	3	2551	2725	560	671	2355	3241	487	852	4750	5110	934	1275
5206	5055	5133	1377	1551	6	7	0	0	10	11	2	3	2439	2553	558	630	2338	3141	483	812	4737	5075	932	1253
5207	4987	4993	1341	1499	7	7	0	0	10	11	1	2	2438	2557	533	631	2348	3106	475	802	4736	5075	916	1253
5208	4996	4993	1343	1500	7	7	0	0	10	11	1	2	2437	2556	531	631	2373	3109	475	805	4735	5064	915	1253
5209	5009	5014	1342	1504	7	7	0	0	10	11	1	2	2435	2557	529	625	2349	3087	468	803	4591	5019	875	1234
5210	5061	5042	1350	1504	8	8	0	0	10	11	1	2	2449	2557	529	625	2377	3111	473	809	4635	5088	885	1239
5211	5029	5038	1332	1494	9	9	0	0	10	11	1	2	2447	2550	528	625	2378	3114	477	810	4809	5182	915	1279
5212	5025	5030	1333	1488	9	9	0	0	11	12	1	2	2439	2495	524	616	2371	3119	475	811	4831	5213	916	1281
5213	5021	5004	1332	1486	9	9	0	0	11	12	1	2	2439	2494	524	616	2356	3118	474	808	4834	5213	916	1289
5214	5039	5023	1335	1487	9	9	0	0	11	12	1	2	2433	2493	521	616	2348	3119	473	809	4836	5216	916	1289
5215	5036	5025	1332	1488	9	9	0	0	11	12	1	2	2430	2493	519	616	2334	3123	471	808	4859	5241	915	1289
5216	5046	5040	1335	1497	9	9	0	0	11	12	1	2	2429	2491	520	616	2345	3135	471	811	4802	5163	921	1282
5217	5055	5045	1338	1496	9	9	0	0	11	12	1	2	2253	2501	502	619	2299	3114	468	803	4799	5166	915	1271
5218	5062	5052	1337	1499	9	9	0	0	11	12	1	2	2251	2501	491	619	2296	3115	460	803	4799	5167	914	1272
5219	5080	5075	1338	1500	9	9	0	0	11	12	1	2	2247	2500	485	619	2244	3055	461	789	4791	5177	910	1276
5220	5058	5058	1328	1495	9	9	0	0	11	12	1	2	2238	2495	479	619	2233	3052	461	790	4785	5176	905	1276
5221	5051	5034	1322	1488	9	9	0	0	11	13	1	2	2224	2274	466	569	2205	3027	453	782	4773	5193	896	1285
5222	5092	5091	1331	1519	9	9	0	0	11	13	1	2	2221	2270	466	567	2204	3032	450	783	4771	5203	905	1292
5223	5098	5093	1332	1520	9	9	0	0	11	13	1	2	2070	2105	442	544	2189	3017	451	782	4769	5196	903	1292
5224	5184	5126	1355	1526	9	9	0	0	11	13	1	2	2063	2105	440	544	2186	3001	449	779	4764	5175	902	1298
5225	5205	5136	1363	1530	9	9	0	0	11	13	1	2	2052	2101	437	544	2184	3009	448	782	4680	5088	890	1292
5226	5222	5160	1367	1537	9	9	0	0	11	13	1	2	2031	2090	434	541	2178	3005	449	775	4667	5101	884	1292
5227	5212	5164	1367	1541	9	9	0	0	11	13	1	2	1957	2043	427	535	2152	2989	444	773	4655	5109	886	1294
